2, אדמירלטי
3, אוגנדה
4, אוזבקיסטן
6, אוסטריה
7, אוסטרליה
8, אוקראינה
9, אורוגואי
10, אזוריים (איים)
11, אזרבאיג'ן
12, איטליה
13, אינדונזיה
14, איסלנד
16, אירלנד
17, אל-סלוואדור
18, אלבניה
19, אלגיריה
20, אלנד (איים)
21, אלסקה
22, אנגולה
23, אנגילה
24, אנדורה
25, אנדמן
26, אנטיגואה וברבודה
27, אנטילים הולנדיים
28, אסטוניה
29, אסנסיון
30, אפגניסטן
31, אקואדור
32, ארגנטינה
36, ארה"ב (ארצות הברית)
33, ארובה
34, אריתריאה
35, ארמניה
37, אתיופיה
38, בהאמה (איים)
39, בהוטן
40, בוגנוויל
41, בולגריה
42, בוליביה
43, בונייר
44, בוסניה - הרצגובינה
45, בופוטצואנה
46, בוצואנה
47, בוקה
48, בורונדי
49, בורמה
50, בורקינה פאסו
52, ביסמרק
53, בלגיה
54, בליארים (איים)
55, בליז
56, בלרוס
57, בנגלה - דש
58, בנין
59, בנקס וטורס
60, ברבדוס
61, ברבודה
62, ברוניי דרוסלם
63, ברזיל
64, בריטניה ואירלנד הצפ'
65, ברמודה
73, ג'יבוטי
78, ג'מאיקה
86, ג'רסי
66, גאנה
67, גבון
68, גואדלופ
70, גואם (אי)
71, גויאנה
72, גויאנה הצרפתית
81, גיאורגיה
74, גיברלטר
352, גילברט
75, גיניאה (רפ')
77, גיניאה ביסאו
76, גיניאה המשוונית
79, גמביה
80, גמבייר (איים)
82, גרינלנד (אי)
83, גרמניה
84, גרנדה (אי)
85, גרנסי
89, דומינקה
90, דומניקנה
91, דנמרק
92, דרום אפריקה
93, האיטי
94, הודו
95, הוואי (איים)
96, הולנד
97, הונג-קונג
98, הונגריה
99, הונדורס
100, הרד
101, וטיקן
102, וייטנאם
103, וייק
104, וירג'ין של ארה"ב (איים)
105, וירג'ין של בריטניה
106, וליס ופוטונה (איים)
107, ונואטו
108, ונצואלה
109, זאיר
110, זימבבואה
111, זמביה
112, זנזיבר
113, חוף השנהב
114, טג'יקיסטן
115, טהיטי
116, טואמוטו
117, טובגו
118, טובלו
119, טוגו
120, טונגה (איי פרנדלי)
121, טוקלאו
122, טורטולה
123, טורס
124, טורקמניסטן
125, טורקס וקאיקוס (איים)
126, טיבט
127, טייוואן
128, טימור המזרחית
129, טנזניה
130, טסמניה
132, טריטוריה בריטית באוקינוס ההודי
133, טרינידד וטובגו (איים)
134, טריסטן דה קונהה (אי)
136, יוון
137, יפן
138, ירדן
140, כף ורדה
141, כרתים
142, לאו (לאוס)
